order_id,order_date,order_time,total_amount,tax,payment_method,order_type,order_status,day_type
O001021,2025-12-04,22:44,513.0,63.0,CASH,TAKEAWAY,Completed,Weekend
O001022,2025-12-04,22:33,798.0,98.0,CASH,TAKEAWAY,Completed,Weekend
O001023,2025-12-04,20:59,820.8,100.8,CASH,TAKEAWAY,Completed,Weekend
O001024,2025-12-04,22:05,592.8,72.8,card,Dine in,Completed,Weekend
O001025,2025-12-04,19:37,689.7,84.7,card,Dine in,Completed,Weekend
O001026,2025-12-04,18:35,495.9,60.9,CASH,TAKEAWAY,Completed,Weekend
O001027,2025-12-04,20:52,530.1,65.1,CASH,TAKEAWAY,Completed,Weekend
O001028,2025-12-04,21:19,889.2,109.2,CASH,TAKEAWAY,Completed,Weekend
O001029,2025-12-04,22:39,427.5,52.5,card,Dine in,Completed,Weekend
O001030,2025-12-04,20:48,855.0,105.0,card,Dine in,Completed,Weekend
O001031,2025-12-04,22:34,347.7,42.7,CASH,TAKEAWAY,Completed,Weekend
O001032,2025-12-04,19:14,421.8,51.8,,Dine in,Completed,Weekend
O001033,2025-12-04,18:27,763.8,93.8,card,TAKEAWAY,Completed,Weekend
O001034,2025-12-04,21:55,1493.4,183.4,CASH,Dine in,Completed,Weekend
O001035,2025-12-04,23:23,547.2,67.2,card,TAKEAWAY,Completed,Weekend
O001036,2025-12-04,19:59,615.6,75.6,card,,Completed,Weekend
O001037,2025-12-04,20:02,912.0,112.0,card,Dine in,Completed,Weekend
O001038,2025-12-04,20:57,410.4,50.4,CASH,TAKEAWAY,Completed,Weekend
O001039,2025-12-04,22:24,615.6,75.6,CASH,Dine in,Completed,Weekend
O001040,2025-12-04,19:49,592.8,72.8,CASH,TAKEAWAY,Completed,Weekend
O001041,2025-12-04,21:47,627.0,77.0,CASH,Dine in,Completed,Weekend
O001042,2025-12-04,20:08,473.1,58.1,card,TAKEAWAY,Completed,Weekend
O001043,2025-12-04,18:16,524.4,64.4,card,TAKEAWAY,Completed,Weekend
O001044,2025-12-04,20:45,866.4,106.4,CASH,Dine in,Completed,Weekend
O001045,2025-12-04,23:03,798.0,98.0,CASH,,Completed,Weekend
O001046,2025-12-04,18:07,855.0,105.0,card,,Completed,Weekend
O001047,2025-12-04,20:34,421.8,51.8,card,TAKEAWAY,Completed,Weekend
O001048,2025-12-04,20:27,661.2,81.2,card,,Completed,Weekend
O001049,2025-12-04,22:28,1117.2,137.2,card,Dine in,Completed,Weekend
O001050,2025-12-04,18:28,433.2,53.2,card,TAKEAWAY,Completed,Weekend
O001051,2025-12-04,20:05,723.9,88.9,card,TAKEAWAY,Completed,Weekend
O001052,2025-12-04,22:34,501.6,61.6,card,Dine in,Completed,Weekend
O001053,2025-12-04,20:46,507.3,62.3,CASH,Dine in,Completed,Weekend
O001054,2025-12-04,22:47,547.2,67.2,CASH,Dine in,Completed,Weekend
O001055,2025-12-04,22:41,917.7,112.7,,Dine in,Completed,Weekend
O001056,2025-12-04,20:01,501.6,61.6,CASH,Dine in,Completed,Weekend
O001057,2025-12-04,22:42,615.6,75.6,card,TAKEAWAY,Completed,Weekend
O001058,2025-12-04,19:48,832.2,102.2,,Dine in,Completed,Weekend
O001059,2025-12-04,20:55,615.6,75.6,card,,Completed,Weekend
O001060,2025-12-04,22:23,649.8,79.8,card,TAKEAWAY,Completed,Weekend
O001061,2025-12-04,21:24,250.8,30.8,CASH,Dine in,Completed,Weekend
O001062,2025-12-04,21:31,262.2,32.2,CASH,Dine in,Completed,Weekend
O001063,2025-12-04,20:27,792.3,97.3,card,Dine in,Completed,Weekend
O001064,2025-12-04,19:35,792.3,97.3,card,TAKEAWAY,Completed,Weekend
O001065,2025-12-04,19:00,963.3,118.3,CASH,TAKEAWAY,Completed,Weekend
O001066,2025-12-04,21:23,524.4,64.4,CASH,TAKEAWAY,Completed,Weekend
O001067,2025-12-04,19:28,456.0,56.0,,Dine in,Completed,Weekend
O001068,2025-12-04,21:45,1071.6,131.6,CASH,Dine in,Completed,Weekend
O001069,2025-12-04,19:06,729.6,89.6,card,TAKEAWAY,Completed,Weekend
O001070,2025-12-04,22:28,775.2,95.2,,Dine in,Completed,Weekend
O001071,2025-12-04,23:56,410.4,50.4,CASH,Dine in,Completed,Weekend
O001072,2025-12-04,22:57,627.0,77.0,,,Completed,Weekend
O001073,2025-12-04,22:48,535.8,65.8,CASH,Dine in,Completed,Weekend
O001074,2025-12-04,21:14,456.0,56.0,,Dine in,Completed,Weekend
O001075,2025-12-04,18:57,837.9,102.9,CASH,TAKEAWAY,Completed,Weekend
O001076,2025-12-04,22:18,1003.2,123.2,card,TAKEAWAY,Completed,Weekend
O001077,2025-12-04,21:11,872.1,107.1,card,TAKEAWAY,Completed,Weekend
O001078,2025-12-04,20:40,649.8,79.8,card,TAKEAWAY,Completed,Weekend
O001079,2025-12-04,20:57,501.6,61.6,CASH,Dine in,Completed,Weekend
O001080,2025-12-04,18:27,478.8,58.8,CASH,TAKEAWAY,Completed,Weekend
O001081,2025-12-04,23:57,792.3,97.3,card,TAKEAWAY,Completed,Weekend
O001082,2025-12-04,22:57,615.6,75.6,card,TAKEAWAY,Completed,Weekend
O001083,2025-12-04,21:42,1111.5,136.5,card,TAKEAWAY,Completed,Weekend
O001084,2025-12-04,19:23,364.8,44.8,card,TAKEAWAY,Completed,Weekend
O001085,2025-12-04,19:18,501.6,61.6,card,Dine in,Completed,Weekend
O001086,2025-12-04,18:19,855.0,105.0,CASH,Dine in,Completed,Weekend
O001087,2025-12-04,22:46,969.0,119.0,CASH,Dine in,Completed,Weekend
O001088,2025-12-04,20:05,495.9,60.9,card,TAKEAWAY,Completed,Weekend
O001089,2025-12-04,18:35,461.7,56.7,CASH,TAKEAWAY,Completed,Weekend
O001090,2025-12-04,19:25,763.8,93.8,card,TAKEAWAY,Completed,Weekend
O001091,2025-12-04,21:06,136.8,16.8,card,TAKEAWAY,Completed,Weekend
O001092,2025-12-04,18:55,729.6,89.6,CASH,TAKEAWAY,Completed,Weekend
O001093,2025-12-04,18:06,1219.8,149.8,CASH,TAKEAWAY,Completed,Weekend
O001094,2025-12-04,20:32,775.2,95.2,card,TAKEAWAY,Completed,Weekend
O001095,2025-12-04,20:30,655.5,80.5,card,,Completed,Weekend
O001096,2025-12-04,21:39,809.4,99.4,CASH,Dine in,Completed,Weekend
O001097,2025-12-04,22:06,991.8,121.8,CASH,,Completed,Weekend
O001098,2025-12-04,18:48,820.8,100.8,CASH,Dine in,Completed,Weekend
O001099,2025-12-04,19:56,461.7,56.7,CASH,TAKEAWAY,Completed,Weekend
O001100,2025-12-04,23:07,376.2,46.2,card,TAKEAWAY,Completed,Weekend
O001101,2025-12-04,21:21,991.8,121.8,card,TAKEAWAY,Completed,Weekend
O001102,2025-12-04,22:07,775.2,95.2,CASH,Dine in,Completed,Weekend
O001103,2025-12-04,19:33,649.8,79.8,CASH,Dine in,Completed,Weekend
O001104,2025-12-04,20:08,364.8,44.8,card,Dine in,Completed,Weekend
O001105,2025-12-04,22:38,461.7,56.7,card,TAKEAWAY,Completed,Weekend
O001106,2025-12-04,21:45,912.0,112.0,CASH,TAKEAWAY,Completed,Weekend
O001107,2025-12-04,22:41,296.4,36.4,CASH,Dine in,Completed,Weekend
O001108,2025-12-04,18:54,524.4,64.4,card,Dine in,Completed,Weekend
O001109,2025-12-04,21:12,627.0,77.0,CASH,TAKEAWAY,Completed,Weekend
O001110,2025-12-04,22:34,775.2,95.2,CASH,Dine in,Completed,Weekend
O001111,2025-12-04,22:38,558.6,68.6,CASH,Dine in,Completed,Weekend
O001112,2025-12-05,23:47,746.7,91.7,card,TAKEAWAY,Completed,Weekend
O001113,2025-12-05,21:50,855.0,105.0,card,Dine in,Completed,Weekend
O001114,2025-12-05,23:54,980.4,120.4,CASH,Dine in,Completed,Weekend
O001115,2025-12-05,20:21,877.8,107.8,card,Dine in,Completed,Weekend
O001116,2025-12-05,23:58,433.2,53.2,CASH,Dine in,Completed,Weekend
O001117,2025-12-05,22:40,370.5,45.5,card,TAKEAWAY,Completed,Weekend
O001118,2025-12-05,21:39,364.8,44.8,card,Dine in,Completed,Weekend
O001119,2025-12-05,21:34,672.6,82.6,card,TAKEAWAY,Completed,Weekend
O001120,2025-12-05,22:05,1122.9,137.9,,Dine in,Completed,Weekend
O001121,2025-12-05,19:29,627.0,77.0,card,Dine in,Completed,Weekend
O001122,2025-12-05,21:37,729.6,89.6,card,Dine in,Completed,Weekend
O001123,2025-12-05,21:05,615.6,75.6,CASH,Dine in,Completed,Weekend
O001124,2025-12-05,19:03,513.0,63.0,CASH,,Completed,Weekend
O001125,2025-12-05,21:30,171.0,21.0,card,Dine in,Completed,Weekend
O001126,2025-12-05,19:08,490.2,60.2,card,Dine in,Completed,Weekend
O001127,2025-12-05,18:20,1048.8,128.8,CASH,Dine in,Completed,Weekend
O001128,2025-12-05,20:09,752.4,92.4,CASH,TAKEAWAY,Completed,Weekend
O001129,2025-12-05,22:17,1117.2,137.2,CASH,Dine in,Completed,Weekend
O001130,2025-12-05,22:56,609.9,74.9,CASH,TAKEAWAY,Completed,Weekend
O001131,2025-12-05,19:10,980.4,120.4,CASH,TAKEAWAY,Completed,Weekend
O001132,2025-12-05,21:28,484.5,59.5,CASH,Dine in,Completed,Weekend
O001133,2025-12-05,19:54,604.2,74.2,card,TAKEAWAY,Completed,Weekend
O001134,2025-12-05,20:56,763.8,93.8,card,Dine in,Completed,Weekend
O001135,2025-12-05,19:27,570.0,70.0,card,,Completed,Weekend
O001136,2025-12-05,23:08,399.0,49.0,,Dine in,Completed,Weekend
O001137,2025-12-05,21:09,1333.8,163.8,CASH,Dine in,Completed,Weekend
O001138,2025-12-05,18:14,627.0,77.0,card,Dine in,Completed,Weekend
O001139,2025-12-05,20:02,421.8,51.8,card,TAKEAWAY,Completed,Weekend
O001140,2025-12-05,20:46,877.8,107.8,CASH,TAKEAWAY,Completed,Weekend
O001141,2025-12-05,20:36,655.5,80.5,CASH,Dine in,Completed,Weekend
O001142,2025-12-05,21:37,1333.8,163.8,CASH,,Completed,Weekend
O001143,2025-12-05,23:48,638.4,78.4,card,Dine in,Completed,Weekend
O001144,2025-12-05,18:14,969.0,119.0,CASH,TAKEAWAY,Completed,Weekend
O001145,2025-12-05,21:12,912.0,112.0,CASH,Dine in,Completed,Weekend
O001146,2025-12-05,22:07,558.6,68.6,CASH,TAKEAWAY,Completed,Weekend
O001147,2025-12-05,23:59,535.8,65.8,card,TAKEAWAY,Completed,Weekend
O001148,2025-12-05,19:23,803.7,98.7,CASH,Dine in,Completed,Weekend
O001149,2025-12-05,18:43,421.8,51.8,CASH,TAKEAWAY,Completed,Weekend
O001150,2025-12-05,23:32,826.5,101.5,card,Dine in,Completed,Weekend
O001151,2025-12-05,20:48,438.9,53.9,card,TAKEAWAY,Completed,Weekend
O001152,2025-12-05,18:32,684.0,84.0,CASH,TAKEAWAY,Completed,Weekend
O001153,2025-12-05,22:11,1459.2,179.2,card,Dine in,Completed,Weekend
O001154,2025-12-05,22:11,638.4,78.4,card,Dine in,Completed,Weekend
O001155,2025-12-05,23:05,877.8,107.8,CASH,Dine in,Completed,Weekend
O001156,2025-12-05,23:16,501.6,61.6,card,Dine in,Completed,Weekend
O001157,2025-12-05,20:31,535.8,65.8,card,Dine in,Completed,Weekend
O001158,2025-12-05,20:18,364.8,44.8,CASH,,Completed,Weekend
O001159,2025-12-05,19:38,820.8,100.8,CASH,TAKEAWAY,Completed,Weekend
O001160,2025-12-05,23:33,746.7,91.7,CASH,,Completed,Weekend
O001161,2025-12-05,23:53,467.4,57.4,,TAKEAWAY,Completed,Weekend
O001162,2025-12-05,20:40,467.4,57.4,card,TAKEAWAY,Completed,Weekend
O001163,2025-12-05,20:13,1926.6,236.6,card,TAKEAWAY,Completed,Weekend
O001164,2025-12-05,18:23,957.6,117.6,,TAKEAWAY,Completed,Weekend
O001165,2025-12-05,20:55,262.2,32.2,CASH,TAKEAWAY,Completed,Weekend
O001166,2025-12-05,22:17,450.3,55.3,CASH,Dine in,Completed,Weekend
O001167,2025-12-05,18:29,615.6,75.6,card,Dine in,Completed,Weekend
O001168,2025-12-05,21:29,592.8,72.8,card,TAKEAWAY,Completed,Weekend
O001169,2025-12-05,18:22,775.2,95.2,CASH,TAKEAWAY,Completed,Weekend
O001170,2025-12-05,23:45,809.4,99.4,card,Dine in,Completed,Weekend
O001171,2025-12-05,19:49,604.2,74.2,card,TAKEAWAY,Completed,Weekend
O001172,2025-12-05,20:09,524.4,64.4,card,TAKEAWAY,Completed,Weekend
O001173,2025-12-05,20:05,342.0,42.0,,Dine in,Completed,Weekend
O001174,2025-12-05,21:55,1060.2,130.2,card,Dine in,Completed,Weekend
O001175,2025-12-05,22:24,530.1,65.1,CASH,TAKEAWAY,Completed,Weekend
O001176,2025-12-05,22:01,604.2,74.2,card,TAKEAWAY,Completed,Weekend
O001177,2025-12-05,20:26,917.7,112.7,CASH,Dine in,Completed,Weekend
O001178,2025-12-05,18:22,1071.6,131.6,CASH,TAKEAWAY,Completed,Weekend
O001179,2025-12-05,21:30,1037.4,127.4,CASH,TAKEAWAY,Completed,Weekend
O001180,2025-12-05,22:28,478.8,58.8,card,TAKEAWAY,Completed,Weekend
O001181,2025-12-05,18:37,535.8,65.8,CASH,Dine in,Completed,Weekend
O001182,2025-12-05,22:12,684.0,84.0,card,TAKEAWAY,Completed,Weekend
O001183,2025-12-05,22:48,1026.0,126.0,CASH,,Completed,Weekend
O001184,2025-12-05,20:50,729.6,89.6,CASH,Dine in,Completed,Weekend
O001185,2025-12-05,19:20,467.4,57.4,CASH,TAKEAWAY,Completed,Weekend
O001186,2025-12-05,19:42,250.8,30.8,CASH,,Completed,Weekend
O001187,2025-12-05,18:39,638.4,78.4,CASH,TAKEAWAY,Completed,Weekend
O001188,2025-12-05,20:53,860.7,105.7,card,TAKEAWAY,Completed,Weekend
O001189,2025-12-05,20:50,980.4,120.4,CASH,TAKEAWAY,Completed,Weekend
O001190,2025-12-05,22:28,929.1,114.1,card,TAKEAWAY,Completed,Weekend
O001191,2025-12-05,22:18,444.6,54.6,card,TAKEAWAY,Completed,Weekend
O001192,2025-12-05,19:05,1026.0,126.0,card,TAKEAWAY,Completed,Weekend
O001193,2025-12-05,23:43,684.0,84.0,card,TAKEAWAY,Completed,Weekend
O001194,2025-12-05,20:06,752.4,92.4,CASH,Dine in,Completed,Weekend
O001195,2025-12-05,20:35,661.2,81.2,card,Dine in,Completed,Weekend
O001196,2025-12-05,19:08,501.6,61.6,CASH,TAKEAWAY,Completed,Weekend
O001197,2025-12-05,18:50,581.4,71.4,CASH,TAKEAWAY,Completed,Weekend
O001198,2025-12-05,18:33,672.6,82.6,card,TAKEAWAY,Completed,Weekend
O001199,2025-12-05,22:44,763.8,93.8,CASH,Dine in,Completed,Weekend
O001200,2025-12-05,22:06,946.2,116.2,card,TAKEAWAY,Completed,Weekend
O001201,2025-12-05,20:59,558.6,68.6,CASH,Dine in,Completed,Weekend
O001202,2025-12-05,21:55,598.5,73.5,card,Dine in,Completed,Weekend
O001203,2025-12-05,19:34,672.6,82.6,CASH,Dine in,Completed,Weekend
O001204,2025-12-05,20:55,695.4,85.4,CASH,Dine in,Completed,Weekend
O001205,2025-12-05,23:57,399.0,49.0,card,TAKEAWAY,Completed,Weekend
O001206,2025-12-05,19:36,558.6,68.6,CASH,Dine in,Completed,Weekend
O001207,2025-12-05,18:15,490.2,60.2,CASH,Dine in,Completed,Weekend
O001208,2025-12-05,22:29,969.0,119.0,card,Dine in,Completed,Weekend
O001209,2025-12-05,18:41,672.6,82.6,card,TAKEAWAY,Completed,Weekend
O001210,2025-12-05,19:33,900.6,110.6,CASH,TAKEAWAY,Completed,Weekend
O001211,2025-12-05,18:13,763.8,93.8,card,TAKEAWAY,Completed,Weekend
O001212,2025-12-05,18:15,456.0,56.0,card,TAKEAWAY,Completed,Weekend
O001213,2025-12-05,21:35,991.8,121.8,card,TAKEAWAY,Completed,Weekend
O001214,2025-12-05,21:28,877.8,107.8,card,Dine in,Completed,Weekend
O001215,2025-12-05,19:43,929.1,114.1,card,Dine in,Completed,Weekend
O001216,2025-12-05,20:15,752.4,92.4,CASH,TAKEAWAY,Completed,Weekend
O001217,2025-12-05,18:37,729.6,89.6,card,Dine in,Completed,Weekend
O001218,2025-12-05,23:14,433.2,53.2,CASH,,Completed,Weekend
O001219,2025-12-05,18:24,604.2,74.2,card,Dine in,Completed,Weekend
O001220,2025-12-05,20:45,627.0,77.0,CASH,Dine in,Completed,Weekend
O001221,2025-12-05,19:17,609.9,74.9,CASH,Dine in,Completed,Weekend
O001222,2025-12-05,21:30,433.2,53.2,card,,Completed,Weekend
O001223,2025-12-05,23:28,513.0,63.0,CASH,Dine in,Completed,Weekend
O001224,2025-12-05,22:57,1065.9,130.9,CASH,TAKEAWAY,Completed,Weekend
O001225,2025-12-06,23:11,860.7,105.7,CASH,Dine in,Completed,Weekend
O001226,2025-12-06,21:40,421.8,51.8,card,TAKEAWAY,Completed,Weekend
O001227,2025-12-06,21:31,638.4,78.4,card,Dine in,Completed,Weekend
O001228,2025-12-06,22:58,684.0,84.0,CASH,Dine in,Completed,Weekend
O001229,2025-12-06,22:29,1208.4,148.4,,,Completed,Weekend
O001230,2025-12-06,18:44,604.2,74.2,card,Dine in,Completed,Weekend
O001231,2025-12-06,23:38,364.8,44.8,card,Dine in,Completed,Weekend
O001232,2025-12-06,19:37,661.2,81.2,CASH,,Completed,Weekend
O001233,2025-12-06,21:58,615.6,75.6,CASH,Dine in,Completed,Weekend
O001234,2025-12-06,21:09,478.8,58.8,CASH,TAKEAWAY,Completed,Weekend
O001235,2025-12-06,23:49,456.0,56.0,CASH,TAKEAWAY,Completed,Weekend
O001236,2025-12-06,22:42,421.8,51.8,CASH,TAKEAWAY,Completed,Weekend
O001237,2025-12-06,21:07,410.4,50.4,,TAKEAWAY,Completed,Weekend
O001238,2025-12-06,18:14,912.0,112.0,card,TAKEAWAY,Completed,Weekend
O001239,2025-12-06,21:42,461.7,56.7,CASH,TAKEAWAY,Completed,Weekend
O001240,2025-12-06,22:45,775.2,95.2,card,Dine in,Completed,Weekend
O001241,2025-12-06,21:13,558.6,68.6,card,,Completed,Weekend
O001242,2025-12-06,21:10,775.2,95.2,card,TAKEAWAY,Completed,Weekend
O001243,2025-12-06,19:29,364.8,44.8,CASH,Dine in,Completed,Weekend
O001244,2025-12-06,23:22,866.4,106.4,card,,Completed,Weekend
O001245,2025-12-06,23:43,672.6,82.6,CASH,Dine in,Completed,Weekend
O001246,2025-12-06,19:25,541.5,66.5,card,Dine in,Completed,Weekend
O001247,2025-12-06,19:05,684.0,84.0,card,TAKEAWAY,Completed,Weekend
O001248,2025-12-06,21:07,558.6,68.6,card,TAKEAWAY,Completed,Weekend
O001249,2025-12-06,18:29,381.9,46.9,card,TAKEAWAY,Completed,Weekend
O001250,2025-12-06,23:55,991.8,121.8,card,Dine in,Completed,Weekend
O001251,2025-12-06,22:54,649.8,79.8,CASH,TAKEAWAY,Completed,Weekend
O001252,2025-12-06,23:50,495.9,60.9,CASH,Dine in,Completed,Weekend
O001253,2025-12-06,21:09,552.9,67.9,CASH,Dine in,Completed,Weekend
O001254,2025-12-06,19:26,632.7,77.7,card,Dine in,Completed,Weekend
O001255,2025-12-06,21:26,456.0,56.0,card,TAKEAWAY,Completed,Weekend
O001256,2025-12-06,21:28,706.8,86.8,CASH,TAKEAWAY,Completed,Weekend
O001257,2025-12-06,22:38,387.6,47.6,CASH,,Completed,Weekend
O001258,2025-12-06,20:58,752.4,92.4,CASH,TAKEAWAY,Completed,Weekend
O001259,2025-12-06,18:16,1071.6,131.6,card,Dine in,Completed,Weekend
O001260,2025-12-06,22:41,1402.2,172.2,card,Dine in,Completed,Weekend
O001261,2025-12-06,21:59,1675.8,205.8,CASH,TAKEAWAY,Completed,Weekend
O001262,2025-12-06,22:41,1003.2,123.2,CASH,TAKEAWAY,Completed,Weekend
O001263,2025-12-06,19:03,860.7,105.7,card,TAKEAWAY,Completed,Weekend
O001264,2025-12-06,20:57,729.6,89.6,card,TAKEAWAY,Completed,Weekend
O001265,2025-12-06,21:48,969.0,119.0,,,Completed,Weekend
O001266,2025-12-06,19:36,638.4,78.4,CASH,TAKEAWAY,Completed,Weekend
O001267,2025-12-06,18:06,900.6,110.6,CASH,Dine in,Completed,Weekend
O001268,2025-12-06,20:20,832.2,102.2,CASH,Dine in,Completed,Weekend
O001269,2025-12-06,19:12,923.4,113.4,CASH,TAKEAWAY,Completed,Weekend
O001270,2025-12-06,20:06,741.0,91.0,card,Dine in,Completed,Weekend
O001271,2025-12-06,23:18,826.5,101.5,CASH,Dine in,Completed,Weekend
O001272,2025-12-06,23:19,1020.3,125.3,,Dine in,Completed,Weekend
O001273,2025-12-06,20:24,547.2,67.2,CASH,Dine in,Completed,Weekend
O001274,2025-12-06,20:33,837.9,102.9,CASH,TAKEAWAY,Completed,Weekend
O001275,2025-12-06,19:49,741.0,91.0,card,TAKEAWAY,Completed,Weekend
O001276,2025-12-06,19:18,507.3,62.3,card,Dine in,Completed,Weekend
O001277,2025-12-06,19:04,615.6,75.6,CASH,Dine in,Completed,Weekend
O001278,2025-12-06,18:47,735.3,90.3,CASH,Dine in,Completed,Weekend
O001279,2025-12-06,23:08,438.9,53.9,card,TAKEAWAY,Completed,Weekend
O001280,2025-12-06,19:07,1094.4,134.4,card,Dine in,Completed,Weekend
O001281,2025-12-06,19:40,376.2,46.2,CASH,TAKEAWAY,Completed,Weekend
O001282,2025-12-06,21:27,547.2,67.2,card,TAKEAWAY,Completed,Weekend
O001283,2025-12-06,21:16,495.9,60.9,card,Dine in,Completed,Weekend
O001284,2025-12-06,20:59,347.7,42.7,card,TAKEAWAY,Completed,Weekend
O001285,2025-12-06,22:02,695.4,85.4,CASH,TAKEAWAY,Completed,Weekend
O001286,2025-12-06,20:47,866.4,106.4,CASH,TAKEAWAY,Completed,Weekend
O001287,2025-12-06,20:55,1584.6,194.6,CASH,,Completed,Weekend
O001288,2025-12-06,22:21,729.6,89.6,card,Dine in,Completed,Weekend
O001289,2025-12-06,20:46,752.4,92.4,card,TAKEAWAY,Completed,Weekend
O001290,2025-12-06,19:57,729.6,89.6,card,TAKEAWAY,Completed,Weekend
O001291,2025-12-06,19:51,518.7,63.7,CASH,TAKEAWAY,Completed,Weekend
O001292,2025-12-06,20:01,991.8,121.8,card,TAKEAWAY,Completed,Weekend
O001293,2025-12-06,19:48,1105.8,135.8,card,TAKEAWAY,Completed,Weekend
O001294,2025-12-06,18:39,490.2,60.2,card,,Completed,Weekend
O001295,2025-12-06,23:51,478.8,58.8,card,TAKEAWAY,Completed,Weekend
O001296,2025-12-06,21:29,855.0,105.0,card,Dine in,Completed,Weekend
O001297,2025-12-06,21:57,695.4,85.4,,Dine in,Completed,Weekend
O001298,2025-12-06,21:34,570.0,70.0,card,Dine in,Completed,Weekend
O001299,2025-12-06,20:56,723.9,88.9,CASH,TAKEAWAY,Completed,Weekend
O001300,2025-12-06,18:34,986.1,121.1,card,TAKEAWAY,Completed,Weekend
O001301,2025-12-06,22:26,273.6,33.6,card,Dine in,Completed,Weekend
O001302,2025-12-06,19:16,456.0,56.0,card,TAKEAWAY,Completed,Weekend
O001303,2025-12-06,20:42,490.2,60.2,card,TAKEAWAY,Completed,Weekend
O001304,2025-12-06,18:02,587.1,72.1,card,TAKEAWAY,Completed,Weekend
O001305,2025-12-06,18:50,547.2,67.2,card,,Completed,Weekend
O001306,2025-12-06,22:01,501.6,61.6,CASH,Dine in,Completed,Weekend
O001307,2025-12-06,18:10,279.3,34.3,CASH,Dine in,Completed,Weekend
O001308,2025-12-06,22:06,775.2,95.2,CASH,TAKEAWAY,Completed,Weekend
O001309,2025-12-06,22:19,786.6,96.6,CASH,Dine in,Completed,Weekend
O001310,2025-12-06,20:12,490.2,60.2,card,Dine in,Completed,Weekend
O001311,2025-12-06,20:38,421.8,51.8,CASH,TAKEAWAY,Completed,Weekend
O001312,2025-12-06,22:04,695.4,85.4,card,Dine in,Completed,Weekend
O001313,2025-12-06,22:30,524.4,64.4,card,TAKEAWAY,Completed,Weekend
O001314,2025-12-06,21:38,877.8,107.8,,TAKEAWAY,Completed,Weekend
O001315,2025-12-07,20:26,285.0,35.0,card,Dine in,Completed,weekday
O001316,2025-12-07,22:47,387.6,47.6,card,TAKEAWAY,Completed,weekday
O001317,2025-12-07,10:50,102.6,12.6,card,TAKEAWAY,Completed,weekday
O001318,2025-12-07,17:44,478.8,58.8,card,Dine in,Completed,weekday
O001319,2025-12-07,12:54,296.4,36.4,card,TAKEAWAY,Completed,weekday
O001320,2025-12-07,16:41,399.0,49.0,CASH,TAKEAWAY,Completed,weekday
O001321,2025-12-07,16:42,285.0,35.0,CASH,Dine in,Completed,weekday
O001322,2025-12-07,17:50,399.0,49.0,,TAKEAWAY,Completed,weekday
O001323,2025-12-07,21:50,330.6,40.6,card,Dine in,Completed,weekday
O001324,2025-12-07,22:14,228.0,28.0,card,TAKEAWAY,Completed,weekday
O001325,2025-12-07,16:48,0.0,0.0,CASH,TAKEAWAY,Completed,weekday
O001326,2025-12-07,12:24,467.4,57.4,card,Dine in,Completed,weekday
O001327,2025-12-07,12:54,307.8,37.8,card,TAKEAWAY,Completed,weekday
O001328,2025-12-07,18:44,319.2,39.2,CASH,TAKEAWAY,Completed,weekday
O001329,2025-12-07,11:37,501.6,61.6,,,Completed,weekday
O001330,2025-12-07,11:02,302.1,37.1,CASH,Dine in,Completed,weekday
O001331,2025-12-07,22:00,364.8,44.8,,Dine in,Completed,weekday
O001332,2025-12-07,13:41,273.6,33.6,card,Dine in,Completed,weekday
O001333,2025-12-07,18:35,501.6,61.6,CASH,TAKEAWAY,Completed,weekday
O001334,2025-12-07,11:01,136.8,16.8,CASH,Dine in,Completed,weekday
O001335,2025-12-07,15:35,433.2,53.2,CASH,TAKEAWAY,Completed,weekday
O001336,2025-12-07,11:27,228.0,28.0,card,TAKEAWAY,Completed,weekday
O001337,2025-12-07,13:44,421.8,51.8,CASH,TAKEAWAY,Completed,weekday
O001338,2025-12-07,11:50,62.7,7.7,card,TAKEAWAY,Completed,weekday
O001339,2025-12-07,17:51,387.6,47.6,card,TAKEAWAY,Completed,weekday
O001340,2025-12-07,21:02,490.2,60.2,card,Dine in,Completed,weekday
O001341,2025-12-07,20:18,125.4,15.4,CASH,Dine in,Completed,weekday
O001342,2025-12-07,18:50,262.2,32.2,,Dine in,Completed,weekday
O001343,2025-12-07,20:33,342.0,42.0,card,TAKEAWAY,Completed,weekday
O001344,2025-12-07,15:05,125.4,15.4,CASH,Dine in,Completed,weekday
O001345,2025-12-07,16:09,148.2,18.2,card,Dine in,Completed,weekday
O001346,2025-12-07,12:04,456.0,56.0,CASH,Dine in,Completed,weekday
O001347,2025-12-07,12:09,148.2,18.2,card,TAKEAWAY,Completed,weekday
O001348,2025-12-07,13:49,182.4,22.4,,TAKEAWAY,Completed,weekday
O001349,2025-12-07,16:27,0.0,0.0,card,Dine in,Completed,weekday
O001350,2025-12-07,11:03,324.9,39.9,CASH,Dine in,Completed,weekday
O001351,2025-12-07,12:12,319.2,39.2,CASH,,Completed,weekday
O001352,2025-12-07,20:10,535.8,65.8,card,TAKEAWAY,Completed,weekday
O001353,2025-12-07,14:00,239.4,29.4,CASH,TAKEAWAY,Completed,weekday
O001354,2025-12-08,18:45,1761.3,216.3,card,Dine in,Completed,weekday
O001355,2025-12-08,10:29,319.2,39.2,CASH,TAKEAWAY,Completed,weekday
O001356,2025-12-08,22:56,467.4,57.4,card,TAKEAWAY,Completed,weekday
O001357,2025-12-08,20:33,228.0,28.0,card,Dine in,Completed,weekday
